Price,Close
Ticker,GRASIM.NS
Date,
2025-01-10,2355.53125
2025-01-13,2279.856201171875
2025-01-14,2302.22509765625
2025-01-15,2309.14990234375
2025-01-16,2342.179443359375
2025-01-17,2367.238525390625
2025-01-20,2393.293701171875
2025-01-21,2358.918701171875
2025-01-22,2379.49365234375
2025-01-23,2452.229248046875
2025-01-24,2481.721923828125
2025-01-27,2449.140625
2025-01-28,2402.56005859375
2025-01-29,2444.75634765625
2025-01-30,2482.66845703125
2025-01-31,2499.756591796875
2025-02-01,2431.9033203125
2025-02-03,2464.683837890625
2025-02-04,2475.69384765625
2025-02-05,2480.974609375
2025-02-06,2489.942138671875
2025-02-07,2478.58349609375
2025-02-10,2464.285400390625
2025-02-11,2482.41943359375
2025-02-12,2475.94287109375
2025-02-13,2481.074462890625
2025-02-14,2422.487548828125
2025-02-17,2454.919677734375
2025-02-18,2454.271728515625
2025-02-19,2454.271728515625
2025-02-20,2444.80615234375
2025-02-21,2422.238525390625
2025-02-24,2385.023681640625
2025-02-25,2370.676025390625
2025-02-27,2331.468505859375
2025-02-28,2298.2890625
2025-03-03,2368.83251953125
2025-03-04,2385.97021484375
2025-03-05,2382.981201171875
2025-03-06,2384.973876953125
2025-03-07,2398.524658203125
2025-03-10,2375.30908203125
2025-03-11,2404.8017578125
2025-03-12,2390.204833984375
2025-03-13,2361.60888671875
2025-03-17,2390.6533203125
2025-03-18,2390.6533203125
2025-03-19,2449.289794921875
2025-03-20,2459.203857421875
2025-03-21,2460.44921875
2025-03-24,2504.090576171875
2025-03-25,2560.13671875
2025-03-26,2572.24267578125
2025-03-27,2609.208251953125
2025-03-28,2601.685546875
2025-04-01,2609.507080078125
2025-04-02,2607.01611328125
2025-04-03,2642.287841796875
2025-04-04,2607.41455078125
2025-04-07,2500.005615234375
2025-04-08,2580.662109375
2025-04-09,2548.479248046875
2025-04-11,2641.64013671875
2025-04-15,2708.74609375
2025-04-16,2693.00341796875
2025-04-17,2750.693359375
2025-04-21,2746.9072265625
2025-04-22,2739.434326171875
2025-04-23,2675.86572265625
2025-04-24,2719.3076171875
2025-04-25,2724.887451171875
2025-04-28,2743.419921875
2025-04-29,2735.747802734375
2025-04-30,2727.57763671875
2025-05-02,2714.12646484375
2025-05-05,2745.114013671875
2025-05-06,2718.8095703125
2025-05-07,2690.11376953125
2025-05-08,2688.918212890625
2025-05-09,2625.25
2025-05-12,2732.8583984375
2025-05-13,2698.8818359375
2025-05-14,2727.278564453125
2025-05-15,2814.561279296875
2025-05-16,2794.035888671875
2025-05-19,2717.11572265625
2025-05-20,2710.938232421875
2025-05-21,2697.08837890625
2025-05-22,2664.90576171875
2025-05-23,2649.760498046875
2025-05-26,2646.771484375
2025-05-27,2604.724365234375
2025-05-28,2568.25732421875
2025-05-29,2564.271728515625
2025-05-30,2536.572509765625
2025-06-02,2514.951171875
2025-06-03,2543.1484375
2025-06-04,2540.458251953125
2025-06-05,2545.14111328125
2025-06-06,2565.068603515625
2025-06-09,2599.045166015625
2025-06-10,2698.1845703125
2025-06-11,2712.3330078125
2025-06-12,2679.35302734375
2025-06-13,2654.144775390625
2025-06-16,2695.095703125
2025-06-17,2661.717041015625
2025-06-18,2665.70263671875
2025-06-19,2683.438232421875
2025-06-20,2702.76806640625
2025-06-23,2713.82763671875
2025-06-24,2770.8203125
2025-06-25,2821.535888671875
2025-06-26,2872.84912109375
2025-06-27,2850.729736328125
2025-06-30,2834.189697265625
2025-07-01,2837.77685546875
2025-07-02,2839.470703125
2025-07-03,2807.387451171875
2025-07-04,2795.7294921875
2025-07-07,2769.02685546875
2025-07-08,2810.57568359375
2025-07-09,2787.758544921875
2025-07-10,2765.04150390625
2025-07-11,2751.98876953125
2025-07-14,2774.3076171875
2025-07-15,2768.52880859375
2025-07-16,2752.38720703125
2025-07-17,2756.273193359375
2025-07-18,2718.6103515625
2025-07-21,2731.961669921875
2025-07-22,2712.831298828125
2025-07-23,2699.28076171875
2025-07-24,2725.9833984375
2025-07-25,2698.782470703125
2025-07-28,2717.31494140625
2025-07-29,2733.0576171875
2025-07-30,2748.601318359375
2025-07-31,2736.4453125
2025-08-01,2712.3330078125
2025-08-04,2777.6953125
2025-08-05,2787.061279296875
2025-08-06,2755.775146484375
2025-08-07,2733.755126953125
2025-08-08,2681.843994140625
2025-08-11,2748.89990234375
2025-08-12,2740.39990234375
2025-08-13,2745.89990234375
2025-08-14,2764.89990234375
2025-08-18,2845.89990234375
2025-08-19,2828.300048828125
2025-08-20,2864.89990234375
2025-08-21,2881.199951171875
2025-08-22,2813.800048828125
2025-08-25,2811.39990234375
2025-08-26,2796.199951171875
2025-08-28,2784.300048828125
2025-08-29,2775.60009765625
2025-09-01,2803.89990234375
2025-09-02,2779.800048828125
2025-09-03,2781.39990234375
2025-09-04,2809.800048828125
2025-09-05,2804.0
2025-09-08,2804.10009765625
2025-09-09,2795.89990234375
2025-09-10,2785.800048828125
2025-09-11,2799.0
2025-09-12,2802.0
2025-09-15,2802.39990234375
2025-09-16,2843.0
2025-09-17,2865.39990234375
2025-09-18,2878.800048828125
2025-09-19,2877.89990234375
2025-09-22,2854.10009765625
2025-09-23,2813.5
2025-09-24,2807.39990234375
2025-09-25,2778.60009765625
2025-09-26,2746.800048828125
2025-09-29,2746.89990234375
2025-09-30,2756.89990234375
2025-10-01,2789.699951171875
2025-10-03,2791.39990234375
2025-10-06,2807.39990234375
2025-10-07,2808.0
2025-10-08,2778.199951171875
2025-10-09,2810.60009765625
2025-10-10,2811.0
2025-10-13,2798.0
2025-10-14,2775.800048828125
2025-10-15,2816.800048828125
2025-10-16,2859.800048828125
2025-10-17,2836.199951171875
2025-10-20,2854.0
2025-10-21,2870.699951171875
2025-10-23,2864.60009765625
2025-10-24,2841.300048828125
2025-10-27,2923.89990234375
2025-10-28,2932.89990234375
2025-10-29,2958.699951171875
2025-10-30,2950.39990234375
2025-10-31,2891.699951171875
2025-11-03,2899.89990234375
2025-11-04,2882.0
2025-11-06,2700.10009765625
2025-11-07,2724.60009765625
2025-11-10,2762.89990234375
2025-11-11,2775.800048828125
2025-11-12,2767.39990234375
2025-11-13,2777.800048828125
2025-11-14,2783.39990234375
2025-11-17,2790.300048828125
2025-11-18,2762.0
2025-11-19,2744.699951171875
2025-11-20,2748.60009765625
2025-11-21,2734.800048828125
2025-11-24,2688.699951171875
2025-11-25,2686.800048828125
2025-11-26,2744.0
2025-11-27,2740.0
2025-11-28,2739.39990234375
2025-12-01,2731.5
2025-12-02,2735.0
2025-12-03,2720.300048828125
2025-12-04,2730.39990234375
2025-12-05,2747.0
2025-12-08,2744.199951171875
2025-12-09,2746.0
2025-12-10,2746.800048828125
2025-12-11,2797.800048828125
2025-12-12,2836.699951171875
2025-12-15,2821.0
2025-12-16,2799.10009765625
2025-12-17,2806.60009765625
2025-12-18,2807.60009765625
2025-12-19,2812.5
2025-12-22,2809.699951171875
2025-12-23,2829.800048828125
2025-12-24,2826.89990234375
2025-12-26,2817.699951171875
2025-12-29,2842.39990234375
2025-12-30,2841.699951171875
2025-12-31,2829.0
2026-01-01,2851.699951171875
2026-01-02,2856.39990234375
2026-01-05,2848.89990234375
2026-01-06,2865.300048828125
2026-01-07,2837.10009765625
2026-01-08,2792.0
2026-01-09,2776.89990234375
2026-01-12,2806.699951171875
2026-01-13,2774.199951171875
2026-01-14,2795.800048828125
2026-01-15,2795.800048828125
2026-01-16,2809.60009765625
2026-01-19,2780.0
2026-01-20,2713.60009765625
2026-01-21,2735.60009765625
2026-01-22,2787.60009765625
2026-01-23,2759.0
2026-01-27,2856.199951171875
2026-01-28,2839.10009765625
2026-01-29,2831.699951171875
2026-01-30,2819.0
2026-02-02,2774.60009765625
2026-02-03,2808.89990234375
2026-02-04,2844.89990234375
2026-02-05,2863.89990234375
2026-02-06,2836.89990234375
2026-02-09,2926.300048828125
2026-02-10,2953.89990234375
2026-02-11,2932.60009765625
2026-02-12,2925.5
2026-02-13,2888.0
2026-02-16,2912.699951171875
2026-02-17,2900.39990234375
2026-02-18,2933.800048828125
2026-02-19,2864.300048828125
2026-02-20,2832.800048828125
2026-02-23,2873.39990234375
2026-02-24,2879.300048828125
2026-02-25,2878.39990234375
2026-02-26,2863.5
2026-02-27,2799.800048828125
2026-03-02,2777.300048828125
2026-03-04,2683.199951171875
2026-03-05,2724.10009765625
2026-03-06,2718.39990234375
2026-03-09,2681.199951171875
2026-03-10,2743.89990234375
2026-03-11,2735.60009765625
2026-03-12,2673.10009765625
2026-03-13,2568.60009765625
2026-03-16,2654.39990234375
2026-03-17,2683.300048828125
2026-03-18,2723.10009765625
2026-03-19,2607.89990234375
2026-03-20,2616.300048828125
2026-03-23,2531.10009765625
2026-03-24,2549.39990234375
2026-03-25,2647.800048828125
2026-03-27,2628.199951171875
2026-03-30,2557.699951171875
2026-04-01,2592.800048828125
2026-04-02,2564.10009765625
2026-04-06,2614.39990234375
2026-04-07,2621.0
2026-04-08,2756.199951171875
2026-04-09,2740.5
2026-04-10,2742.60009765625
2026-04-13,2713.0
2026-04-15,2741.39990234375
2026-04-16,2717.300048828125
2026-04-17,2720.5
2026-04-20,2760.10009765625
2026-04-21,2777.699951171875
2026-04-22,2776.60009765625
2026-04-23,2735.0
2026-04-24,2739.300048828125
2026-04-27,2778.199951171875
2026-04-28,2783.0
2026-04-29,2803.199951171875
2026-04-30,2794.5
