Price,Close
Ticker,AXISBANK.NS
Date,
2024-12-19,1107.953125
2024-12-20,1070.9346923828125
2024-12-23,1078.228515625
2024-12-24,1077.978759765625
2024-12-26,1075.780517578125
2024-12-27,1076.5299072265625
2024-12-30,1069.036376953125
2024-12-31,1063.790771484375
2025-01-01,1070.8848876953125
2025-01-02,1085.672119140625
2025-01-03,1083.9736328125
2025-01-06,1062.491943359375
2025-01-07,1066.5885009765625
2025-01-08,1074.0321044921875
2025-01-09,1060.8433837890625
2025-01-10,1039.811279296875
2025-01-13,1048.404052734375
2025-01-14,1050.7520751953125
2025-01-15,1025.9232177734375
2025-01-16,1037.1136474609375
2025-01-17,990.2037353515625
2025-01-20,987.206298828125
2025-01-21,969.37158203125
2025-01-22,958.4808349609375
2025-01-23,950.2379150390625
2025-01-24,947.6900634765625
2025-01-27,947.2904052734375
2025-01-28,982.9598999023438
2025-01-29,982.560302734375
2025-01-30,983.8591918945312
2025-01-31,985.2579345703125
2025-02-01,997.2977294921875
2025-02-03,988.55517578125
2025-02-04,1014.4330444335938
2025-02-05,1012.4347534179688
2025-02-06,1019.8284301757812
2025-02-07,1023.2255249023438
2025-02-10,1010.8860473632812
2025-02-11,1006.539794921875
2025-02-12,1006.0402221679688
2025-02-13,1007.339111328125
2025-02-14,996.6482543945312
2025-02-17,992.1021118164062
2025-02-18,993.3011474609375
2025-02-19,1010.4863891601562
2025-02-20,1016.3314208984375
2025-02-21,1008.0885009765625
2025-02-24,1009.1875
2025-02-25,1008.23828125
2025-02-27,1015.8318481445312
2025-02-28,1014.6828002929688
2025-03-03,1006.389892578125
2025-03-04,1000.944580078125
2025-03-05,1013.5838012695312
2025-03-06,1033.2169189453125
2025-03-07,1036.7640380859375
2025-03-10,1034.9654541015625
2025-03-11,1024.774169921875
2025-03-12,1010.3365478515625
2025-03-13,1009.33740234375
2025-03-17,1033.2669677734375
2025-03-18,1033.2669677734375
2025-03-19,1051.1517333984375
2025-03-20,1053.44970703125
2025-03-21,1069.2362060546875
2025-03-24,1096.9124755859375
2025-03-25,1117.594970703125
2025-03-26,1095.31396484375
2025-03-27,1097.412109375
2025-03-28,1101.0589599609375
2025-04-01,1084.6729736328125
2025-04-02,1083.52392578125
2025-04-03,1088.9193115234375
2025-04-04,1090.3681640625
2025-04-07,1047.0550537109375
2025-04-08,1076.9295654296875
2025-04-09,1060.7435302734375
2025-04-11,1068.0372314453125
2025-04-15,1111.849853515625
2025-04-16,1160.3084716796875
2025-04-17,1189.783203125
2025-04-21,1221.9556884765625
2025-04-22,1215.760986328125
2025-04-23,1205.8695068359375
2025-04-24,1206.0692138671875
2025-04-25,1165.30419921875
2025-04-28,1191.781494140625
2025-04-29,1186.2862548828125
2025-04-30,1183.9881591796875
2025-05-02,1182.3895263671875
2025-05-05,1172.1981201171875
2025-05-06,1160.4083251953125
2025-05-07,1160.3084716796875
2025-05-08,1171.198974609375
2025-05-09,1150.1170654296875
2025-05-12,1201.9727783203125
2025-05-13,1192.580810546875
2025-05-14,1194.4791259765625
2025-05-15,1208.0675048828125
2025-05-16,1207.767822265625
2025-05-19,1201.77294921875
2025-05-20,1194.7789306640625
2025-05-21,1196.7772216796875
2025-05-22,1187.485107421875
2025-05-23,1209.066650390625
2025-05-26,1214.162353515625
2025-05-27,1194.5791015625
2025-05-28,1193.6798095703125
2025-05-29,1200.673828125
2025-05-30,1191.181884765625
2025-06-02,1193.380126953125
2025-06-03,1180.4910888671875
2025-06-04,1170.0001220703125
2025-06-05,1158.0103759765625
2025-06-06,1193.5799560546875
2025-06-09,1218.8583984375
2025-06-10,1231.747314453125
2025-06-11,1230.3485107421875
2025-06-12,1211.8643798828125
2025-06-13,1204.7703857421875
2025-06-16,1214.3621826171875
2025-06-17,1214.0623779296875
2025-06-18,1219.9573974609375
2025-06-19,1216.4603271484375
2025-06-20,1219.6575927734375
2025-06-23,1213.063232421875
2025-06-24,1220.1572265625
2025-06-25,1212.2640380859375
2025-06-26,1232.44677734375
2025-06-27,1224.0538330078125
2025-06-30,1198.1759033203125
2025-07-01,1172.2982177734375
2025-07-02,1174.2965087890625
2025-07-03,1170.0999755859375
2025-07-04,1177.5999755859375
2025-07-07,1175.0999755859375
2025-07-08,1165.4000244140625
2025-07-09,1164.699951171875
2025-07-10,1164.300048828125
2025-07-11,1173.800048828125
2025-07-14,1172.699951171875
2025-07-15,1165.9000244140625
2025-07-16,1168.4000244140625
2025-07-17,1159.800048828125
2025-07-18,1099.300048828125
2025-07-21,1099.5999755859375
2025-07-22,1098.0
2025-07-23,1104.800048828125
2025-07-24,1095.0999755859375
2025-07-25,1086.0999755859375
2025-07-28,1073.5999755859375
2025-07-29,1064.199951171875
2025-07-30,1073.300048828125
2025-07-31,1068.4000244140625
2025-08-01,1062.4000244140625
2025-08-04,1068.5999755859375
2025-08-05,1070.800048828125
2025-08-06,1071.0
2025-08-07,1076.199951171875
2025-08-08,1058.0999755859375
2025-08-11,1073.300048828125
2025-08-12,1070.0
2025-08-13,1066.0
2025-08-14,1068.199951171875
2025-08-18,1082.5999755859375
2025-08-19,1083.199951171875
2025-08-20,1080.199951171875
2025-08-21,1078.9000244140625
2025-08-22,1070.9000244140625
2025-08-25,1070.0
2025-08-26,1050.0999755859375
2025-08-28,1051.9000244140625
2025-08-29,1045.199951171875
2025-09-01,1061.5
2025-09-02,1056.199951171875
2025-09-03,1054.699951171875
2025-09-04,1050.4000244140625
2025-09-05,1055.9000244140625
2025-09-08,1055.5
2025-09-09,1052.199951171875
2025-09-10,1070.0999755859375
2025-09-11,1087.4000244140625
2025-09-12,1105.300048828125
2025-09-15,1104.4000244140625
2025-09-16,1121.199951171875
2025-09-17,1126.0
2025-09-18,1133.0
2025-09-19,1135.9000244140625
2025-09-22,1144.4000244140625
2025-09-23,1170.800048828125
2025-09-24,1158.9000244140625
2025-09-25,1166.5999755859375
2025-09-26,1154.0
2025-09-29,1132.199951171875
2025-09-30,1131.5999755859375
2025-10-01,1159.5
2025-10-03,1181.0
2025-10-06,1212.800048828125
2025-10-07,1186.800048828125
2025-10-08,1180.5999755859375
2025-10-09,1167.4000244140625
2025-10-10,1180.4000244140625
2025-10-13,1189.5999755859375
2025-10-14,1176.800048828125
2025-10-15,1169.5999755859375
2025-10-16,1196.300048828125
2025-10-17,1200.199951171875
2025-10-20,1226.0
2025-10-21,1237.300048828125
2025-10-23,1258.800048828125
2025-10-24,1241.9000244140625
2025-10-27,1254.0999755859375
2025-10-28,1246.300048828125
2025-10-29,1248.800048828125
2025-10-30,1238.5999755859375
2025-10-31,1232.800048828125
2025-11-03,1233.699951171875
2025-11-04,1226.5999755859375
2025-11-06,1228.5
2025-11-07,1222.800048828125
2025-11-10,1217.0
2025-11-11,1222.5
2025-11-12,1221.5999755859375
2025-11-13,1225.199951171875
2025-11-14,1241.5999755859375
2025-11-17,1249.5999755859375
2025-11-18,1265.4000244140625
2025-11-19,1270.4000244140625
2025-11-20,1285.199951171875
2025-11-21,1275.800048828125
2025-11-24,1269.0
2025-11-25,1266.300048828125
2025-11-26,1290.199951171875
2025-11-27,1287.300048828125
2025-11-28,1279.699951171875
2025-12-01,1275.699951171875
2025-12-02,1258.0
2025-12-03,1270.699951171875
2025-12-04,1280.0
2025-12-05,1282.5
2025-12-08,1273.800048828125
2025-12-09,1275.9000244140625
2025-12-10,1278.5999755859375
2025-12-11,1272.699951171875
2025-12-12,1286.0999755859375
2025-12-15,1284.800048828125
2025-12-16,1219.5999755859375
2025-12-17,1224.699951171875
2025-12-18,1229.800048828125
2025-12-19,1230.5999755859375
2025-12-22,1233.199951171875
2025-12-23,1225.0
2025-12-24,1226.300048828125
2025-12-26,1228.199951171875
2025-12-29,1232.0
2025-12-30,1246.0
2025-12-31,1269.4000244140625
2026-01-01,1274.4000244140625
2026-01-02,1266.9000244140625
2026-01-05,1285.800048828125
2026-01-06,1293.800048828125
2026-01-07,1295.5
2026-01-08,1286.800048828125
2026-01-09,1272.0
2026-01-12,1274.199951171875
2026-01-13,1262.0
2026-01-14,1298.800048828125
2026-01-15,1298.800048828125
2026-01-16,1294.199951171875
2026-01-19,1307.5
2026-01-20,1293.5
2026-01-21,1284.9000244140625
2026-01-22,1294.800048828125
2026-01-23,1258.0
2026-01-27,1315.800048828125
2026-01-28,1319.800048828125
2026-01-29,1363.699951171875
2026-01-30,1370.4000244140625
2026-02-02,1311.5
2026-02-03,1356.199951171875
2026-02-04,1338.699951171875
2026-02-05,1330.5999755859375
2026-02-06,1341.5999755859375
2026-02-09,1341.4000244140625
2026-02-10,1356.699951171875
2026-02-11,1347.300048828125
2026-02-12,1340.0
2026-02-13,1332.300048828125
2026-02-16,1358.300048828125
2026-02-17,1357.199951171875
2026-02-18,1377.0
2026-02-19,1356.5999755859375
2026-02-20,1368.300048828125
2026-02-23,1386.699951171875
2026-02-24,1387.5999755859375
2026-02-25,1403.0
2026-02-26,1395.5
2026-02-27,1383.9000244140625
2026-03-02,1372.300048828125
